"PassengerId","Survived.0","Survived.1"
892,0.831826401446655,0.168173598553345
893,0.594594594594595,0.405405405405405
894,0.831826401446655,0.168173598553345
895,0.831826401446655,0.168173598553345
896,0.1875,0.8125
897,0.831826401446655,0.168173598553345
898,0.296296296296296,0.703703703703704
899,0.831826401446655,0.168173598553345
900,0.296296296296296,0.703703703703704
901,0.831826401446655,0.168173598553345
902,0.831826401446655,0.168173598553345
903,0.831826401446655,0.168173598553345
904,0.0529411764705882,0.947058823529412
905,0.831826401446655,0.168173598553345
906,0.0529411764705882,0.947058823529412
907,0.0529411764705882,0.947058823529412
908,0.831826401446655,0.168173598553345
909,0.831826401446655,0.168173598553345
910,0.594594594594595,0.405405405405405
911,0.296296296296296,0.703703703703704
912,0.831826401446655,0.168173598553345
913,0.831826401446655,0.168173598553345
914,0.0529411764705882,0.947058823529412
915,0.831826401446655,0.168173598553345
916,0.0529411764705882,0.947058823529412
917,0.831826401446655,0.168173598553345
918,0.0529411764705882,0.947058823529412
919,0.831826401446655,0.168173598553345
920,0.831826401446655,0.168173598553345
921,0.831826401446655,0.168173598553345
922,0.831826401446655,0.168173598553345
923,0.831826401446655,0.168173598553345
924,0.7,0.3
925,0.888888888888889,0.111111111111111
926,0.831826401446655,0.168173598553345
927,0.831826401446655,0.168173598553345
928,0.594594594594595,0.405405405405405
929,0.594594594594595,0.405405405405405
930,0.831826401446655,0.168173598553345
931,0.831826401446655,0.168173598553345
932,0.831826401446655,0.168173598553345
933,0.831826401446655,0.168173598553345
934,0.831826401446655,0.168173598553345
935,0.0529411764705882,0.947058823529412
936,0.0529411764705882,0.947058823529412
937,0.831826401446655,0.168173598553345
938,0.831826401446655,0.168173598553345
939,0.831826401446655,0.168173598553345
940,0.0529411764705882,0.947058823529412
941,0.1875,0.8125
942,0.831826401446655,0.168173598553345
943,0.831826401446655,0.168173598553345
944,0.0529411764705882,0.947058823529412
945,0.0529411764705882,0.947058823529412
946,0.831826401446655,0.168173598553345
947,0.831826401446655,0.168173598553345
948,0.831826401446655,0.168173598553345
949,0.831826401446655,0.168173598553345
950,0.831826401446655,0.168173598553345
951,0.0529411764705882,0.947058823529412
952,0.831826401446655,0.168173598553345
953,0.831826401446655,0.168173598553345
954,0.831826401446655,0.168173598553345
955,0.296296296296296,0.703703703703704
956,0.831826401446655,0.168173598553345
957,0.0529411764705882,0.947058823529412
958,0.296296296296296,0.703703703703704
959,0.831826401446655,0.168173598553345
960,0.831826401446655,0.168173598553345
961,0.0529411764705882,0.947058823529412
962,0.296296296296296,0.703703703703704
963,0.831826401446655,0.168173598553345
964,0.594594594594595,0.405405405405405
965,0.831826401446655,0.168173598553345
966,0.0529411764705882,0.947058823529412
967,0.831826401446655,0.168173598553345
968,0.831826401446655,0.168173598553345
969,0.0529411764705882,0.947058823529412
970,0.831826401446655,0.168173598553345
971,0.296296296296296,0.703703703703704
972,0,1
973,0.831826401446655,0.168173598553345
974,0.831826401446655,0.168173598553345
975,0.831826401446655,0.168173598553345
976,0.831826401446655,0.168173598553345
977,0.831826401446655,0.168173598553345
978,0.296296296296296,0.703703703703704
979,0.594594594594595,0.405405405405405
980,0.296296296296296,0.703703703703704
981,0,1
982,0.1875,0.8125
983,0.831826401446655,0.168173598553345
984,0.0529411764705882,0.947058823529412
985,0.831826401446655,0.168173598553345
986,0.831826401446655,0.168173598553345
987,0.831826401446655,0.168173598553345
988,0.0529411764705882,0.947058823529412
989,0.831826401446655,0.168173598553345
990,0.594594594594595,0.405405405405405
991,0.831826401446655,0.168173598553345
992,0.0529411764705882,0.947058823529412
993,0.831826401446655,0.168173598553345
994,0.831826401446655,0.168173598553345
995,0.831826401446655,0.168173598553345
996,0.296296296296296,0.703703703703704
997,0.831826401446655,0.168173598553345
998,0.831826401446655,0.168173598553345
999,0.831826401446655,0.168173598553345
1000,0.831826401446655,0.168173598553345
1001,0.831826401446655,0.168173598553345
1002,0.831826401446655,0.168173598553345
1003,0.296296296296296,0.703703703703704
1004,0.0529411764705882,0.947058823529412
1005,0.296296296296296,0.703703703703704
1006,0.0529411764705882,0.947058823529412
1007,0.831826401446655,0.168173598553345
1008,0.831826401446655,0.168173598553345
1009,0.1875,0.8125
1010,0.831826401446655,0.168173598553345
1011,0.0529411764705882,0.947058823529412
1012,0.0529411764705882,0.947058823529412
1013,0.831826401446655,0.168173598553345
1014,0.0529411764705882,0.947058823529412
1015,0.831826401446655,0.168173598553345
1016,0.831826401446655,0.168173598553345
1017,0.1875,0.8125
1018,0.831826401446655,0.168173598553345
1019,0.296296296296296,0.703703703703704
1020,0.831826401446655,0.168173598553345
1021,0.831826401446655,0.168173598553345
1022,0.831826401446655,0.168173598553345
1023,0.831826401446655,0.168173598553345
1024,0.888888888888889,0.111111111111111
1025,0.831826401446655,0.168173598553345
1026,0.831826401446655,0.168173598553345
1027,0.831826401446655,0.168173598553345
1028,0.831826401446655,0.168173598553345
1029,0.831826401446655,0.168173598553345
1030,0.594594594594595,0.405405405405405
1031,0.831826401446655,0.168173598553345
1032,0.888888888888889,0.111111111111111
1033,0.0529411764705882,0.947058823529412
1034,0.831826401446655,0.168173598553345
1035,0.831826401446655,0.168173598553345
1036,0.831826401446655,0.168173598553345
1037,0.831826401446655,0.168173598553345
1038,0.831826401446655,0.168173598553345
1039,0.831826401446655,0.168173598553345
1040,0.831826401446655,0.168173598553345
1041,0.831826401446655,0.168173598553345
1042,0.0529411764705882,0.947058823529412
1043,0.831826401446655,0.168173598553345
1044,0.831826401446655,0.168173598553345
1045,0.1875,0.8125
1046,0.831826401446655,0.168173598553345
1047,0.831826401446655,0.168173598553345
1048,0.0529411764705882,0.947058823529412
1049,0.594594594594595,0.405405405405405
1050,0.831826401446655,0.168173598553345
1051,0.1875,0.8125
1052,0.296296296296296,0.703703703703704
1053,0.831826401446655,0.168173598553345
1054,0.0529411764705882,0.947058823529412
1055,0.831826401446655,0.168173598553345
1056,0.831826401446655,0.168173598553345
1057,0.7,0.3
1058,0.831826401446655,0.168173598553345
1059,0.831826401446655,0.168173598553345
1060,0.0529411764705882,0.947058823529412
1061,0.594594594594595,0.405405405405405
1062,0.831826401446655,0.168173598553345
1063,0.831826401446655,0.168173598553345
1064,0.831826401446655,0.168173598553345
1065,0.831826401446655,0.168173598553345
1066,0.831826401446655,0.168173598553345
